СВОДКА ПО РАССЫЛКЕ
Дата отчета;13.02.2026 20:29 МСК

Показатель;Значение
Всего групп в базе;694
Успешно отправлено;458
Не удалось отправить (нет прав);41
Вышли из групп;301
Сейчас в группах (joined);198
Не вошли - истекшие ссылки;59
Не вошли - FloodWait (лимит Telegram);57
Не вошли - другие ошибки;8
В очереди (pending);71


УСПЕШНЫЕ ОТПРАВКИ
N;Группа;Город;Адрес;Ссылка на группу;Ссылка на сообщение;Дата и время отправки
8;Люберцы г, 3-е п/о, 78;https://t.me/+Uh2K_BmFeD5iYjky;;13.02.2026 16:38
9;Люберцы г, 3-е п/о, 80;https://t.me/+WITqEJ_LlYY3NDZi;;13.02.2026 16:38
10;Люберцы г, 3-е п/о, 74;https://t.me/+L1IpqBYgbvoxYzMy;;13.02.2026 16:38
11;Люберцы г, 3-е п/о, 70;https://t.me/+H6i-sGSO0B1mYTQy;;13.02.2026 16:38
12;Люберцы г, 3-е п/о, 68;https://t.me/+tlUrFr_lNjxjOGVi;;13.02.2026 16:38
13;Люберцы г, 3-е п/о, 66;https://t.me/+btsg-Utd0KVhMjNi;;13.02.2026 16:38
14;Люберцы г, 3-е п/о, 64;https://t.me/+fVxmhtJCOgoxYjI6;;13.02.2026 16:38
15;Люберцы г, 3-е п/о, 60;https://t.me/+uzC8bB5qKvs1MTQy;;13.02.2026 16:38
16;Люберцы г, 3-е п/о, 62;https://t.me/+Wi7ln9q3p4NhMjhi;;13.02.2026 16:38
17;Люберцы г, 3-е п/о, 56;https://t.me/+5qLAEjnXgRQyYzhi;;13.02.2026 16:38
18;Люберцы г, 3-е п/о, 58;https://t.me/+JJVpnYDDLBU3YmYy;;13.02.2026 16:38
19;Люберцы г, 3-е п/о, 53;https://t.me/+lLq55YZSoZNjZmIy;;13.02.2026 16:38
20;Люберцы г, 3-е п/о, 54;https://t.me/+ZHjBmnI2EHs1ZTAy;;13.02.2026 16:38
21;Люберцы г, 3-е п/о, 52;https://t.me/+oDVDui5lNhNkZGYy;;13.02.2026 16:38
22;Люберцы г, 3-е п/о, 40;https://t.me/+aTrFIBDRiD42NjNi;;13.02.2026 16:38
23;Люберцы г, 3-е п/о, 41;https://t.me/+Vbmx4sxlJOsxYmZi;;13.02.2026 16:38
24;Люберцы г, 3-е п/о, 38;https://t.me/+njeKtLWscwYzMjhi;;13.02.2026 16:38
25;Люберцы г, 3-е п/о, 39;https://t.me/+ouymhvnQSD4zODky;;13.02.2026 16:38
26;Люберцы г, 3-е п/о, 37;https://t.me/+YkX93WzeN4o0OWNi;;13.02.2026 16:38
27;Люберцы г, 3-е п/о, 36;https://t.me/+XL1FmziexU8yNjcy;;13.02.2026 16:38
28;Люберцы г, 3-е п/о, 34;https://t.me/+x7G2no9-8swwOTgy;;13.02.2026 16:38
29;Люберцы г, 3-е п/о, 35;https://t.me/+FBK8uvppNmExY2Yy;;13.02.2026 16:38
30;Люберцы г, 3-е п/о, 31;https://t.me/+lvIEzPg8o5M3MjAy;;13.02.2026 16:39
31;Люберцы г, 3-е п/о, 33;https://t.me/+2_1IUMZWgKQwNWYy;;13.02.2026 16:39
32;Люберцы г, 3-е п/о, 30;https://t.me/+slCtbF_KGJM0NTNi;;13.02.2026 16:39
33;Люберцы г, 3-е п/о, 26;https://t.me/+xol2aN-Ozf80MzQ6;;13.02.2026 16:39
34;Люберцы г, 3-е п/о, 27;https://t.me/+2LTzi8UMHspiZDNi;;13.02.2026 16:39
35;Люберцы г, 3-е п/о, 25;https://t.me/+5zUGcTAYQg84NjFi;;13.02.2026 16:39
36;Люберцы г, 3-е п/о, 23;https://t.me/+apdOkvz5qv04Nzdi;;13.02.2026 16:39
37;Люберцы г, 3-е п/о, 24;https://t.me/+iakJrCxjO3diMzUy;;13.02.2026 16:39
38;Люберцы г, 3-е п/о, 21;https://t.me/+Im2sjJYE4doxN2Ri;;13.02.2026 16:39
39;Люберцы г, 3-е п/о, 22;https://t.me/+KtBIuTBXED85ZGVi;;13.02.2026 16:39
40;Люберцы г, 3-е п/о, 18;https://t.me/+YC1JFNiwfcU4YzAy;;13.02.2026 16:39
41;Люберцы г, 3-е п/о, 19;https://t.me/+miqChbn_6GA4MTJi;;13.02.2026 16:39
42;Люберцы г, 3-е п/о, 16;https://t.me/+bsKV_OYTUPBmZGJi;;13.02.2026 16:39
43;Люберцы г, 3-е п/о, 15;https://t.me/+IursZsnibfsxYTgy;;13.02.2026 16:39
44;Люберцы г, 3-е п/о, 13;https://t.me/+rPeGTOpNuXNlNTNi;;13.02.2026 16:39
45;Люберцы г, 3-е п/о, 14;https://t.me/+3yKd2VPxlvUwYTQy;;13.02.2026 16:39
46;Люберцы г, 3-е п/о, 12;https://t.me/+Xm2rvDOM75tmMDZi;;13.02.2026 16:39
47;Люберцы г, 3-е п/о, 10;https://t.me/+YtT7YulqhzE0OTky;;13.02.2026 16:39
48;Люберцы г, 3-е п/о, 9;https://t.me/+tCK--Kx9yJMxZTgy;;13.02.2026 16:39
49;Люберцы г, 3-е п/о, 7;https://t.me/+br6mdYulaVM0MWFi;;13.02.2026 16:39
50;Люберцы г, 3-е п/о, 3;https://t.me/+-EVibbDKQMwyOTNi;;13.02.2026 16:39
51;Люберцы г, 3-е п/о, 4;https://t.me/+xU1n4EJ1a0NlN2Ey;;13.02.2026 16:39
52;Люберцы г, 3-е п/о, 1;https://t.me/+HI6PCgCAEFc4MTli;;13.02.2026 16:40
53;Люберцы г, 3-е п/о, 2;https://t.me/+5v9rZozMvtQ2YzMy;;13.02.2026 16:40
54;Южная ул, 28;https://t.me/+kF-eiNVCtmFkM2Ri;;13.02.2026 16:40
55;Южная ул, 24;https://t.me/+0CjwYB1uQOhjZjgy;;13.02.2026 16:40
56;Южная ул, 26;https://t.me/+XFPwwPGaTJk2Zjk6;;13.02.2026 16:40
57;Южная ул, 21;https://t.me/+wW6OuIYxuLpmNDY6;;13.02.2026 16:40
58;Южная ул, 22;https://t.me/+DoJXfUvmATgwZDhi;;13.02.2026 16:40
59;Южная дом 18;https://t.me/+aa1cuw8eunQxMzJi;;13.02.2026 16:40
60;Южная ул, 19;https://t.me/+7yZhgKk-QgdmMTJi;;13.02.2026 16:40
61;Южная ул, 17;https://t.me/+qyZfEjFKV-wyYjVi;;13.02.2026 16:40
62;Южная ул, 17а;https://t.me/+SuXCVWHMbAw5ZDQy;;13.02.2026 16:40
63;Южная ул, 16;https://t.me/+zfETI2rvax8xZjcy;;13.02.2026 16:40
64;Южная ул, 14;https://t.me/+Z08OllflKOA3Mjky;;13.02.2026 16:40
65;Южная ул, 15;https://t.me/+l4-fJNuetzhmNTky;;13.02.2026 16:40
66;Южная ул, 13;https://t.me/+ckbm8aADs34xNjUy;;13.02.2026 16:40
67;Южная ул, 11;https://t.me/+4TIIfME1YE9mYmNi;;13.02.2026 16:40
68;Южная ул, 12;https://t.me/+0rNfhSMap2VjMWU6;;13.02.2026 16:40
69;Южная ул, 8;https://t.me/+H3oJhwBSYZxmZTYy;;13.02.2026 16:40
70;Южная ул, 10;https://t.me/+1CSuMi7_u95jMjMy;;13.02.2026 16:40
71;Южная ул, 7;https://t.me/+HjDG36m9xGBkOGJi;;13.02.2026 16:40
72;Южная ул, 5;https://t.me/+1iYM3W4G55o5N2Iy;;13.02.2026 16:40
73;Южная ул, 6;https://t.me/+elU-yr0NulU3NDky;;13.02.2026 16:40
74;Южная ул, 3;https://t.me/+DMJ1L_Lh48QzZmEy;;13.02.2026 16:40
75;Строителей ул, 15;https://t.me/+x_ygWk8KDg0yMjAy;;13.02.2026 16:40
76;Южная ул, 1;https://t.me/+JvNAtDAAaukwYTJi;;13.02.2026 16:41
77;Строителей ул, 11;https://t.me/+HUEsIvx0pi1kZTE6;;13.02.2026 16:41
78;Строителей ул, 13;https://t.me/+8gLYI9ZR7_A0MWFi;;13.02.2026 16:41
79;Строителей ул, 9;https://t.me/+Okp8_cVKelwzY2Uy;;13.02.2026 16:41
80;Строителей ул, 6;https://t.me/+gpugHly13qE3YTUy;;13.02.2026 16:41
81;Строителей ул, 8/9;https://t.me/+fg7a0eMyGpZkZWMy;;13.02.2026 16:41
82;Строителей ул, 4 А;https://t.me/+GQXWWa8L850wNmJi;;13.02.2026 16:41
83;Строителей ул, 4А, 4Б;https://t.me/+EoTPnq1tmss0OTli;;13.02.2026 16:41
84;Строителей ул, 2 2;https://t.me/+vtD1rlJezEYyYmRi;;13.02.2026 16:41
85;Строителей ул, 2 3;https://t.me/+RHxh8W2CaQ5kMDdi;;13.02.2026 16:41
86;Октябрьский пр-кт, 388;https://t.me/+spbrOpyQMSZhNGZi;;13.02.2026 16:41
87;Строителей ул, 2 1;https://t.me/+r43R3JdjUgZmM2Vi;;13.02.2026 16:41
88;Октябрьский пр-кт, 386;https://t.me/+nhrulFhKv1A2NWEy;;13.02.2026 16:41
89;Октябрьский пр-кт, 384 2;https://t.me/+E8gJftr4s9Y4ZjNi;;13.02.2026 16:41
90;Октябрьский пр-кт, 384 3;https://t.me/+kjvbSHn1gXtkNGUy;;13.02.2026 16:41
91;Октябрьский пр-кт, 380 Т;https://t.me/+UoI8H-diC69mOWEy;;13.02.2026 16:41
92;Октябрьский пр-кт, 384;https://t.me/+qKBtbPZerOliYjMy;;13.02.2026 16:41
93;Октябрьский пр-кт, 380 Р;https://t.me/+yOGpAMGh9tRhNWM6;;13.02.2026 16:41
94;Октябрьский пр-кт, 380 С;https://t.me/+GqenFRSWQxRiMzli;;13.02.2026 16:41
95;Октябрьский пр-кт, 380 П;https://t.me/+cTEfI2JJcdQ0MzVi;;13.02.2026 16:41
96;Октябрьский пр-кт, 380 Ж;https://t.me/+WbNHOkVSY18yYTI6;;13.02.2026 16:41
97;Октябрьский пр-кт, 364;https://t.me/+eSVKCkaGWfM0MDFi;;13.02.2026 16:41
98;Октябрьский пр-кт, 380 Д;https://t.me/+rb181yqV4-45MTky;;13.02.2026 16:41
99;Октябрьский пр-кт, 358;https://t.me/+cEnO03r3E0thZjli;;13.02.2026 16:41
100;Октябрьский пр-кт, 362;https://t.me/+NEHC4Npbhtg4MzUy;;13.02.2026 16:41
101;Октябрьский пр-кт, 352 Н;https://t.me/+D-MUlIoIvnA1OGMy;;13.02.2026 16:42
102;Октябрьский пр-кт, 350 В;https://t.me/+6TV89x3ewYYzODBi;;13.02.2026 16:42
103;Октябрьский пр-кт, 352 Б;https://t.me/+PvDNMtfKIIRjMTEy;;13.02.2026 16:42
104;Октябрьский пр-кт, 346 Л;https://t.me/+Bcjg4rQIaUw2YWQy;;13.02.2026 16:42
105;Октябрьский пр-кт, 346 М;https://t.me/+oIKm64UQvs1mYzgy;;13.02.2026 16:42
106;Октябрьский пр-кт, 306;https://t.me/+LITpANfdUtQ3ZDcy;;13.02.2026 16:42
107;Октябрьский пр-кт, 346 К;https://t.me/+GTBOFc5LwndjNmRi;;13.02.2026 16:42
108;Октябрьский пр-кт, 304;https://t.me/+2UyNEGfxigAyYzhi;;13.02.2026 16:42
109;Октябрьский пр-кт, 298;https://t.me/+xKTAcPSOxa1iZjI6;;13.02.2026 16:42
110;Октябрьский пр-кт, 294 2;https://t.me/+7bOpvOBUIR85M2Ni;;13.02.2026 16:42
111;Октябрьский пр-кт, 296;https://t.me/+mfS_hq9msoU2ODVi;;13.02.2026 16:42
112;Октябрьский пр-кт, 294;https://t.me/+dJ_ejxTQjkY0ODVi;;13.02.2026 16:42
113;Октябрьский пр-кт, 290;https://t.me/+GTZMHa7xDwY2Nzgy;;13.02.2026 16:42
114;Октябрьский пр-кт, 292;https://t.me/+iGn1yPXkhydlMzNi;;13.02.2026 16:42
115;Октябрьский пр-кт, 250 А;https://t.me/+yjgMkh5pCGNlODZi;;13.02.2026 16:42
116;Октябрьский пр-кт, 266;https://t.me/+ffmenzuzFTRkNTA6;;13.02.2026 16:42
117;Октябрьский пр-кт, 250;https://t.me/+LLOS18b-5wU0MjAy;;13.02.2026 16:42
118;Молодежная ул, 12;https://t.me/+bw4yVdLW4r5mZmYy;;13.02.2026 16:42
119;Молодежная ул, 14;https://t.me/+VZZbg4RoYPo0YTMy;;13.02.2026 16:42
120;Молодежная ул, 8;https://t.me/+Pmr7dr_GoeJiMTZi;;13.02.2026 16:42
121;Молодежная ул, 10;https://t.me/+h_XALy7dBPAyYzJi;;13.02.2026 16:42
122;Молодежная ул, 6;https://t.me/+eFXApvGDVU03YThi;;13.02.2026 16:42
123;Молодежная ул, 4;https://t.me/+rIGzeV3vuo1kY2Ri;;13.02.2026 16:42
124;Мира ул, 19;https://t.me/+2iEQFldJe_VjMWE6;;13.02.2026 16:42
125;Мира ул, 11 А;https://t.me/+1s9uoRo7SzZjZWRi;;13.02.2026 16:43
126;Мира ул, 8;https://t.me/+o-aGYDRpltswMmEy;;13.02.2026 16:43
127;Мира ул, 9;https://t.me/+NkBET4dtENdhNTUy;;13.02.2026 16:43
128;Мира ул, 6;https://t.me/+BEybml0y-AczMWNi;;13.02.2026 16:43
129;Мира ул, 7 А;https://t.me/+IB3o_9xk7wkxMGVi;;13.02.2026 16:43
130;Мира ул, 5;https://t.me/+vCfATCjnIzQ5MTUy;;13.02.2026 16:43
131;Мира ул, 3;https://t.me/+ZWoq2yLNIIxkMWYy;;13.02.2026 16:43
132;Мира ул, 4;https://t.me/+JWccg5eMBsMyMmEy;;13.02.2026 16:43
133;Мира ул, 1 А;https://t.me/+4etE5XLtw8g1NGQy;;13.02.2026 16:43
134;Мира ул, 2;https://t.me/+ssmkzfFZB3MxNWVi;;13.02.2026 16:43
135;Мира ул, 1;https://t.me/+G5pHq0DnsFEzODgy;;13.02.2026 16:43
136;Космонавтов ул, 52;https://t.me/+mIqgoJ_zzTxhZmMy;;13.02.2026 16:43
137;Котельническая ул, 15 А;https://t.me/+K_PLfCI16k5hYzky;;13.02.2026 16:43
138;Космонавтов ул, 48;https://t.me/+MlsSyorZc-k0NTNi;;13.02.2026 16:43
139;Космонавтов ул, 50;https://t.me/+YReadGeC_pM2NTVi;;13.02.2026 16:43
140;Космонавтов ул, 44;https://t.me/+V8geQ_aRgC9kMzZi;;13.02.2026 16:43
141;Космонавтов ул, 40;https://t.me/+V3eRoE4rPdM4NTAy;;13.02.2026 16:43
142;Космонавтов ул, 42;https://t.me/+zE6JS6pz2bExNmFi;;13.02.2026 16:43
143;Космонавтов ул, 36;https://t.me/+-os_-Txve_1kYjM6;;13.02.2026 16:43
144;Космонавтов ул, 38;https://t.me/+mIBXq5-yE240NmE6;;13.02.2026 16:43
145;Космонавтов ул, 34 А;https://t.me/+Gz8w80xSk4FmYTFi;;13.02.2026 16:43
146;Космонавтов ул, 32;https://t.me/+LowfuQAOo5g0NmI6;;13.02.2026 16:43
147;Космонавтов ул, 34;https://t.me/+crr5CYgumJ5mMGEy;;13.02.2026 16:43
148;Космонавтов ул, 29;https://t.me/+KHL0McXEVIUzNmY6;;13.02.2026 16:43
149;Космонавтов ул. 30;https://t.me/+Z45C7i7YOfY0YWQ6;;13.02.2026 16:43
150;Космонавтов ул, 28;https://t.me/+USTi7ad5QK0zMDEy;;13.02.2026 16:43
151;Космонавтов ул, 26;https://t.me/+PsZxC9FId01mY2Ni;;13.02.2026 16:43
152;Космонавтов ул, 27;https://t.me/+TMQsOLxczzllM2Ey;;13.02.2026 16:43
153;Космонавтов ул, 24;https://t.me/+eRlmP5niX082Y2Fi;;13.02.2026 16:44
154;Космонавтов ул, 25;https://t.me/+xdNUk73RRvQzNGIy;;13.02.2026 16:44
155;Космонавтов ул, 23;https://t.me/+B2qSJOnukwBjNGFi;;13.02.2026 16:44
156;Космонавтов ул, 21;https://t.me/+hGpdRRpyD2NlNTBi;;13.02.2026 16:44
157;Космонавтов ул, 22;https://t.me/+5P3x0f_ZNHs4NmY6;;13.02.2026 16:44
158;Космонавтов ул,14;https://t.me/+DUlkZqGxo8FkZTU6;;13.02.2026 16:44
159;Космонавтов ул, 19;https://t.me/+fB3pYvpDTRdlOTk6;;13.02.2026 16:44
160;Космонавтов ул, 13;https://t.me/+6K5W1oagkhNmMGJi;;13.02.2026 16:44
161;Космонавтов ул, 11;https://t.me/+D0G2xGeHkC5mZDhi;;13.02.2026 16:44
162;Космонавтов ул, 12;https://t.me/+yG52BU7dal02ZDJi;;13.02.2026 16:44
163;Пос. ВУГИ, д.1;https://t.me/+1IXhBhBAmso5YTNi;;13.02.2026 16:45
164;Электрификации ул, 42;https://t.me/+5FKO-gKiiTszNmYy;;13.02.2026 16:45
165;Электрификации ул, 31;https://t.me/+yxpb1LqGErVmNGJi;;13.02.2026 16:45
166;Электрификации ул, 29 А;https://t.me/+tiZdF7DuSPFjNjY6;;13.02.2026 16:45
167;Электрификации ул, 27;https://t.me/+ppnAD6mUEyA3ZDEy;;13.02.2026 16:45
168;Электрификации ул, 29;https://t.me/+hu6kK9clos8yNTI6;;13.02.2026 16:45
169;Электрификации ул, 24 А;https://t.me/+OE40dc_XyJI1MTRi;;13.02.2026 16:45
170;Электрификации ул, 25;https://t.me/+1ys1x2N-Or1iYzUy;;13.02.2026 16:45
171;Электрификации ул, 23 А;https://t.me/+ZrEsf_xSGoRkZDAy;;13.02.2026 16:45
172;Электрификации ул, 21;https://t.me/+7k6B9oSH9XU4ODgy;;13.02.2026 16:45
173;Электрификации ул, 19;https://t.me/+jaiUXz-1XCJjMGZi;;13.02.2026 16:46
174;Электрификации ул, 16;https://t.me/+Ohq6nKvyplo5YzIy;;13.02.2026 16:46
175;Электрификации ул, 18;https://t.me/+5aOn5ieoW9JhYTRi;;13.02.2026 16:46
176;Электрификации ул, 13;https://t.me/+uBkhxBflCytiMDdi;;13.02.2026 16:46
177;Электрификации ул, 15;https://t.me/+j7YgL5w7GEYzM2Ni;;13.02.2026 16:46
178;Электрификации ул, 12;https://t.me/+9IGRJ-uQtO1lNGUy;;13.02.2026 16:46
179;Электрификации ул, 6 А;https://t.me/+TVln_Pvnh5BhYTRi;;13.02.2026 16:46
180;Электрификации ул, 1;https://t.me/+oWHSjYvPFAw0ZDJi;;13.02.2026 16:46
181;Электрификации ул, 2 А;https://t.me/+xvdvon7xuuc5YmQ6;;13.02.2026 16:46
182;Хлебозаводской туп, 9;https://t.me/+6gNqZU8KcGwyMTU6;;13.02.2026 16:46
183;Хлебозаводской туп, 7;https://t.me/+KD9XSAzA4IhhZjMy;;13.02.2026 16:46
184;Хлебозаводской туп, 7 А;https://t.me/+kiaZqZgSIrgzM2My;;13.02.2026 16:46
185;Хлебозаводской туп, 3;https://t.me/+Ttj-4VOOBhFmZjcy;;13.02.2026 16:46
186;Хлебозаводской туп, 5;https://t.me/+tpiFc4LR291jOTU6;;13.02.2026 16:46
187;Хлебозаводской проезд, 11;https://t.me/+2RQTmO_pUWJhNjRi;;13.02.2026 16:46
188;Хлебозаводской проезд, 9 А;https://t.me/+T6jDgPAQhfNjMTBi;;13.02.2026 16:46
189;Хлебозаводской проезд, 8;https://t.me/+jIfOotwIaF5iNmQ6;;13.02.2026 16:46
190;Хлебозаводской проезд, 7 А;https://t.me/+Q6nyP-RVnkFmMTJi;;13.02.2026 16:46
191;Хлебозаводской проезд, 6 Б;https://t.me/+e0zBR5jctQo3ZTMy;;13.02.2026 16:46
192;Хлебозаводской проезд, 7;https://t.me/+SQ6Dl0_zP3M4ODYy;;13.02.2026 16:46
193;Хлебозаводской проезд, 5;https://t.me/+9uBlX1unV0czOThi;;13.02.2026 16:46
194;Хлебозаводской проезд, 3 2;https://t.me/+7-WAT27uLFIxZjcy;;13.02.2026 16:47
195;Хлебозаводская ул, 6;https://t.me/+kX9j2bv-Uk9iODgy;;13.02.2026 16:47
196;Хлебозаводской проезд, 3 1;https://t.me/+FX7CKGmoZ4ZiZjJi;;13.02.2026 16:47
197;Хлебозаводская ул, 4;https://t.me/+RAv7j-iFoe5kMzky;;13.02.2026 16:47
198;Октябрьский пр-кт, 409;https://t.me/+ZjMMGbbpcY44N2Zi;;13.02.2026 16:47
199;Хлебозаводская ул, 3/1 (Хлебозаводской туп, 1/3 );https://t.me/+pyZUKcEhTJgyNzMy;;13.02.2026 16:47
200;Октябрьский пр-кт, 407;https://t.me/+SVxmIElNPTwwNDI6;;13.02.2026 16:47
201;Октябрьский пр-кт, 405 2;https://t.me/+P8zrKep2_sU3YTcy;;13.02.2026 16:47
202;Октябрьский пр-кт, 403 7;https://t.me/+jzCxMJll3ZFhY2Ji;;13.02.2026 16:47
203;Октябрьский пр-кт, 405;https://t.me/+X6fGOvGsmC41YzYy;;13.02.2026 16:47
204;Октябрьский пр-кт, 403 5;https://t.me/+zW0s0dtp68ExMTUy;;13.02.2026 16:47
205;Октябрьский пр-кт, 403 8;https://t.me/+Q_-3xRAVDtc2MjYy;;13.02.2026 16:47
206;Октябрьский пр-кт, 403 4;https://t.me/+6rIRGjD-lrljN2E6;;13.02.2026 16:47
207;Октябрьский пр-кт, 403 3;https://t.me/+wBJB5ZHh_8FhNGFi;;13.02.2026 16:47
208;Октябрьский пр-кт, 375 В;https://t.me/+OQqPI24Gq70yYWQ6;;13.02.2026 16:47
209;Октябрьский пр-кт, 375 А;https://t.me/+ucB-vWOaqhc1ZmIy;;13.02.2026 16:47
210;Октябрьский пр-кт, 375 Б;https://t.me/+XrLg3vKI_cMxMjJi;;13.02.2026 16:47
211;Октябрьский пр-кт, 375 9;https://t.me/+XfkvU-D8UG80NTBi;;13.02.2026 16:47
212;Октябрьский пр-кт, 375 8;https://t.me/+tctfbP5jsG05NDli;;13.02.2026 16:47
213;Октябрьский пр-кт, 375 7;https://t.me/+dM19Rwcz_zI1NTFi;;13.02.2026 16:47
214;Октябрьский пр-кт, 375 5;https://t.me/+AdKZCRdhUQxhZTgy;;13.02.2026 16:47
215;Октябрьский пр-кт, 375 6;https://t.me/+NtmXzXVhOu5mMjFi;;13.02.2026 16:47
216;Октябрьский пр-кт, 375 4;https://t.me/+pKLYn8DVxfQxYWVi;;13.02.2026 16:47
217;Октябрьский пр-кт, 375 3;https://t.me/+k3Xxqg7ZslNkMmRi;;13.02.2026 16:47
218;Октябрьский пр-кт, 375 12;https://t.me/+FPFSBLdc9rYyY2My;;13.02.2026 16:47
219;Октябрьский пр-кт, 375 11;https://t.me/+al8gdhc-yfA3ZjYy;;13.02.2026 16:48
220;Октябрьский пр-кт, 375 1;https://t.me/+8lJBCENzu_A1MTYy;;13.02.2026 16:48
221;Октябрьский пр-кт, 373 А;https://t.me/+JJi24_l0p9Q5YThi;;13.02.2026 16:48
222;Октябрьский пр-кт, 373 Б;https://t.me/+sAsilBDYuV5hOTUy;;13.02.2026 16:48
223;Октябрьский пр-кт, 373 8;https://t.me/+z6dOhokTdKc2MzEy;;13.02.2026 16:48
224;Октябрьский пр-кт, 373/7;https://t.me/+p9I0CPwoNeozOGEy;;13.02.2026 16:48
225;Октябрьский пр-кт, 373 6;https://t.me/+SYx2Hea32zgxOWMy;;13.02.2026 16:48
226;Октябрьский пр-кт, 373 7;https://t.me/+8cubD2zjbh9iNTYy;;13.02.2026 16:48
227;Октябрьский пр-кт, 373 5;https://t.me/+BTsDSXiDG0sxY2Yy;;13.02.2026 16:48
228;Октябрьский пр-кт, 365;https://t.me/+l7ueacgd5QFjMWMy;;13.02.2026 16:48
229;Октябрьский пр-кт, 373;https://t.me/+dsUYzlqcldo5NWQy;;13.02.2026 16:48
230;Октябрьский пр-кт, 341 Б;https://t.me/+uw8h2FCtFDVhMWIy;;13.02.2026 16:48
231;Октябрьский пр-кт, 341 А;https://t.me/+iH1vL7zsQBFlZWUy;;13.02.2026 16:48
232;Октябрьский пр-кт, 341;https://t.me/+Yr6bRIKuudg1OTgy;;13.02.2026 16:48
233;Октябрьский пр-кт, 339 А;https://t.me/+vtB0QeDP5lE0MmJi;;13.02.2026 16:48
234;Октябрьский пр-кт, 339 Б;https://t.me/+tU7m7CCTntU2NmUy;;13.02.2026 16:48
235;Октябрьский пр-кт, 339;https://t.me/+RzyLC77f9fo2MTky;;13.02.2026 16:48
236;Октябрьский пр-кт, 327;https://t.me/+GYpaQJ0WBK5iOTUy;;13.02.2026 16:48
237;Октябрьский пр-кт, 329;https://t.me/+ZQHyJsOtAFk0NWYy;;13.02.2026 16:48
238;Октябрьский пр-кт, 295/1 (Хлебозаводская ул, 1/295 );https://t.me/+zZLGu8JUmCYwNWUy;;13.02.2026 16:48
239;Октябрьский пр-кт, 267;https://t.me/+Zt0FSvntkbdkMTRi;;13.02.2026 16:48
240;Октябрьский пр-кт, 293/301;https://t.me/+Zq-bnuavN-hmNDQy;;13.02.2026 16:48
241;Октябрьский пр-кт, 263;https://t.me/+WVviml3C405iYzky;;13.02.2026 16:48
242;Октябрьский пр-кт, 265;https://t.me/+6bMCSz0RdGozMzcy;;13.02.2026 16:48
243;Железнодорожная ул, 1-29;https://t.me/+OP3ULXmErx02YzM6;;13.02.2026 16:48
244;1-й Панковский проезд, 29;https://t.me/+SE-Yd987wIxmYTk6;;13.02.2026 16:49
245;1-й Панковский проезд, 27;https://t.me/+jEC9GIP9lEFjMDE6;;13.02.2026 16:49
246;1-й Панковский проезд, 21;https://t.me/+9qlZysGgkfQxZGMy;;13.02.2026 16:49
247;1-й Панковский проезд, 25;https://t.me/+iTCrVIOikoNkYjIy;;13.02.2026 16:49
248;1-й Панковский проезд, 17;https://t.me/+iY7ain5Wk582NGQy;;13.02.2026 16:49
249;1-й Панковский проезд, 11;https://t.me/+4s_Z_spTGbA3MTMy;;13.02.2026 16:49
250;1-й Панковский проезд, 13;https://t.me/+otAvQDZuIzs1ZGYy;;13.02.2026 16:49
251;1-й Панковский проезд, 9 А;https://t.me/+cFc2ekiV0EJkZTIy;;13.02.2026 16:49
252;1-й Панковский проезд, 7;https://t.me/+X0G_mUzqJzBmYjdi;;13.02.2026 16:49
253;1-й Панковский проезд, 9;https://t.me/+uqnEKJQisCZmNjRi;;13.02.2026 16:49
254;1-й Панковский проезд, 1 4;https://t.me/+U-ypU9avpUpiZTky;;13.02.2026 16:49
255;1-й Панковский проезд, 6;https://t.me/+uzXxSIlnB81jNGYy;;13.02.2026 16:49
256;1-й Панковский проезд, 1 3;https://t.me/+ywwPs52WbuI5NTFi;;13.02.2026 16:49
257;1-й Панковский проезд, 1 1;https://t.me/+C7CK58RkGNcyNzEy;;13.02.2026 16:49
258;Октябрьский пр-кт, 124;https://t.me/+MKjksJJojN9kNjYy;;13.02.2026 16:49
259;Октябрьский пр-кт, 122 А;https://t.me/+7gcI5e7QqyxkNjRi;;13.02.2026 16:49
260;Октябрьский пр-кт, 120 3;https://t.me/+3ci_273FNzlhODAy;;13.02.2026 16:49
261;Октябрьский пр-кт, 122;https://t.me/+zvUY6HhpagU2ODIy;;13.02.2026 16:49
262;Красноармейская ул, 13;https://t.me/+xGP6Cnf_oEQ2Y2Yy;;13.02.2026 16:49
263;Красноармейская ул, 14;https://t.me/+9Hs0NrvifFwzNTg6;;13.02.2026 16:49
264;Красноармейская ул, 8;https://t.me/+Ve0NlyMzxQYwOWFi;;13.02.2026 16:49
265;Красноармейская ул, 12;https://t.me/+9ve1U6NHD8RjM2My;;13.02.2026 16:49
266;Красноармейская ул, 6;https://t.me/+jG2WZ6jXtHk4ZDU6;;13.02.2026 16:50
267;Красноармейская ул, 5;https://t.me/+GiDIIWgHZ5tiYTUy;;13.02.2026 16:50
268;Красноармейская ул, 4;https://t.me/+WvYGDNZo2_gxNTFi;;13.02.2026 16:50
269;Красноармейская ул, 3;https://t.me/+5Q0cGj74ByRmOGEy;;13.02.2026 16:50
270;Красноармейская ул, 3 А;https://t.me/+evXg87vDs-5hMDRi;;13.02.2026 16:50
271;Красноармейская ул, 1;https://t.me/+bF3yDJW5sVo2NzBi;;13.02.2026 16:50
